平成５年,"33,200 "
平成６年,"33,758 "
平成７年,"34,877 "
平成８年,"35,566 "
平成９年,"36,615 "
平成１０年,"37,843 "
平成１１年,"39,100 "
平成１２年,"39,627 "
平成１３年,"40,356 "
平成１４年,"40,959 "
平成１５年,"41,526 "
平成１６年,"41,850 "
平成１７年,"42,871 "
平成１８年,"43,519 "
平成１９年,"45,562 "
平成２０年,"47,003 "
平成２１年,"48,122 "
平成２２年,"48,845 "
平成２３年,"49,430 "
平成２４年,"50,492 "
平成２５年,"51,639 "
平成２６年,"53,173 "
平成２７年,"54,644 "
平成２８年,"55,680 "
平成２９年,"56,627 "
平成３０年,"57,466 "
